date,home_team,away_team,home_score,away_score,tournament,country,neutral
1913-11-02,Belgium,Switzerland,2,0,Friendly,Belgium,False
1913-11-15,England,Netherlands,2,1,Friendly,England,False
1913-11-23,Belgium,Germany,6,2,Friendly,Belgium,False
1914-01-11,Italy,Austria,0,0,Friendly,Italy,False
1914-01-19,Wales,Ireland,1,2,British Championship,Wales,False
1914-01-25,France,Belgium,4,3,Friendly,France,False
1914-02-08,Luxembourg,France,5,4,Friendly,Luxembourg,False
1914-02-14,England,Ireland,0,3,British Championship,England,False
1914-02-24,Belgium,England,1,8,Friendly,Belgium,False
1914-02-28,Argentina,Uruguay,1,1,Friendly,Argentina,False
1914-02-28,Scotland,Wales,0,0,British Championship,Scotland,False
1914-03-08,France,Switzerland,2,2,Friendly,France,False
1914-03-14,Ireland,Scotland,1,1,British Championship,Ireland,False
1914-03-15,Belgium,Netherlands,2,4,Friendly,Belgium,False
1914-03-16,Wales,England,0,2,British Championship,Wales,False
1914-03-29,Italy,France,2,0,Friendly,Italy,False
1914-04-04,Scotland,England,3,1,British Championship,Scotland,False
1914-04-05,Italy,Switzerland,1,1,Friendly,Italy,False
1914-04-05,Netherlands,Germany,4,4,Friendly,Netherlands,False
1914-04-26,Netherlands,Belgium,4,2,Friendly,Netherlands,False
1914-05-03,Austria,Hungary,2,0,Friendly,Austria,False
1914-05-17,Switzerland,Italy,0,1,Friendly,Switzerland,False
1914-05-17,Denmark,Netherlands,4,3,Friendly,Denmark,False
1914-05-24,Sweden,Finland,4,3,Friendly,Sweden,False
1914-05-31,Hungary,France,5,1,Friendly,Hungary,False
1914-06-05,Denmark,England,3,0,Friendly,Denmark,False
1914-06-10,Sweden,England,1,5,Friendly,Sweden,False
1914-06-19,Sweden,Hungary,1,5,Friendly,Sweden,False
1914-06-21,Sweden,Hungary,1,1,Friendly,Sweden,False
1914-06-28,Norway,Sweden,0,1,Friendly,Norway,False
1914-07-05,Sweden,Russia,2,2,Friendly,Sweden,False
1914-07-12,Norway,Russia,1,1,Friendly,Norway,False
1914-08-30,Uruguay,Argentina,3,2,Copa Premio Honor Uruguayo,Uruguay,False
1914-09-13,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Argentina,False
1914-09-20,Argentina,Brazil,3,0,Friendly,Argentina,False
1914-09-27,Argentina,Brazil,0,1,Roca Cup,Argentina,False
1914-10-04,Hungary,Austria,2,2,Friendly,Hungary,False
1914-10-25,Sweden,Norway,7,0,Friendly,Sweden,False
1914-11-08,Austria,Hungary,1,2,Friendly,Austria,False
1914-11-15,Uruguay,Argentina,3,2,Friendly,Uruguay,False
1914-11-22,Argentina,Uruguay,3,0,Friendly,Argentina,False
1915-01-31,Italy,Switzerland,3,1,Friendly,Italy,False
1915-03-28,Argentina,Uruguay,0,0,Friendly,Argentina,False
1915-05-02,Hungary,Austria,2,5,Friendly,Hungary,False
1915-05-17,China,Philippines,1,0,Far Eastern Games,China,False
1915-05-18,China,Philippines,0,0,Far Eastern Games,China,False
1915-05-20,China,Philippines,1,1,Far Eastern Games,China,False
1915-05-30,Austria,Hungary,1,2,Friendly,Austria,False
1915-06-06,Denmark,Sweden,2,0,Friendly,Denmark,False
1915-06-27,Norway,Sweden,1,1,Friendly,Norway,False
1915-07-18,Uruguay,Argentina,2,3,Copa Premio Honor Uruguayo,Uruguay,False
1915-08-15,Argentina,Uruguay,2,1,Lipton Cup,Argentina,False
1915-08-17,Suriname,British Guiana,0,5,Friendly,Suriname,False
1915-09-12,Uruguay,Argentina,2,0,Newton Cup,Uruguay,False
1915-09-19,Denmark,Norway,8,1,Friendly,Denmark,False
1915-10-03,Austria,Hungary,4,2,Friendly,Austria,False
1915-10-24,Sweden,Norway,5,2,Friendly,Sweden,False
1915-10-31,Sweden,Denmark,0,2,Friendly,Sweden,False
1915-11-07,Hungary,Austria,6,2,Friendly,Hungary,False
1916-03-12,France,Belgium,1,4,Friendly,France,False
1916-05-07,Austria,Hungary,3,1,Friendly,Austria,False
1916-06-04,Hungary,Austria,2,1,Friendly,Hungary,False
1916-06-04,Denmark,Sweden,2,0,Friendly,Denmark,False
1916-06-25,Norway,Denmark,0,2,Friendly,Norway,False
1916-07-02,Uruguay,Chile,4,0,South American Champ,Argentina,True
1916-07-02,Sweden,Norway,6,0,Friendly,Sweden,False
1916-07-06,Argentina,Chile,6,1,South American Champ,Argentina,False
1916-07-08,Brazil,Chile,1,1,South American Champ,Argentina,True
1916-07-10,Argentina,Brazil,1,1,South American Champ,Argentina,False
1916-07-12,Uruguay,Brazil,2,1,South American Champ,Argentina,True
1916-07-12,Argentina,Chile,1,0,Friendly,Argentina,False
1916-07-14,Uruguay,Chile,4,1,Friendly,Uruguay,False
1916-07-17,Argentina,Uruguay,0,0,South American Champ,Argentina,False
1916-07-18,Uruguay,Brazil,0,1,Friendly,Uruguay,False
1916-08-15,Argentina,Uruguay,3,1,Newton Cup,Argentina,False
1916-08-15,Uruguay,Argentina,1,2,Lipton Cup,Uruguay,False
1916-08-20,Sweden,United States,2,3,Friendly,Sweden,False
1916-09-03,Norway,United States,1,1,Friendly,Norway,False
1916-10-01,Argentina,Uruguay,7,2,Copa Circulo de la Prensa,Argentina,False
1916-10-01,Uruguay,Argentina,0,1,Copa Premio Honor Uruguayo,Uruguay,False
1916-10-01,Hungary,Austria,2,3,Friendly,Hungary,False
1916-10-01,Norway,Sweden,0,0,Friendly,Norway,False
1916-10-08,Sweden,Denmark,4,0,Friendly,Sweden,False
1916-10-15,Denmark,Norway,8,0,Friendly,Denmark,False
1916-10-29,Uruguay,Argentina,3,1,Copa Circulo de la Prensa,Uruguay,False
1916-11-05,Austria,Hungary,3,3,Friendly,Austria,False
1917-05-06,Austria,Hungary,1,1,Friendly,Austria,False
1917-05-09,Japan,China,0,5,Far Eastern Games,Japan,False
1917-05-10,Japan,Philippines,2,15,Far Eastern Games,Japan,False
1917-05-11,China,Philippines,3,0,Far Eastern Games,Japan,True
1917-06-03,Hungary,Austria,6,2,Friendly,Hungary,False
1917-06-03,Italy,Belgium,3,4,Friendly,Italy,False
1917-06-03,Denmark,Sweden,1,1,Friendly,Denmark,False
1917-06-17,Norway,Denmark,1,2,Friendly,Norway,False
1917-07-15,Austria,Hungary,1,4,Friendly,Austria,False
1917-07-18,Uruguay,Argentina,0,2,Copa Premio Honor Uruguayo,Uruguay,False
1917-08-15,Argentina,Uruguay,1,0,Lipton Cup,Argentina,False
1917-08-19,Sweden,Norway,3,3,Friendly,Sweden,False
1917-09-02,Uruguay,Argentina,1,0,Newton Cup,Uruguay,False
1917-09-16,Norway,Sweden,0,2,Friendly,Norway,False
1917-09-30,Uruguay,Chile,4,0,South American Champ,Uruguay,False
1917-10-03,Argentina,Brazil,4,2,South American Champ,Uruguay,True
1917-10-06,Argentina,Chile,1,0,South American Champ,Uruguay,True
1917-10-07,Uruguay,Brazil,4,0,South American Champ,Uruguay,False
1917-10-07,Hungary,Austria,2,1,Friendly,Hungary,False
1917-10-07,Denmark,Norway,12,0,Friendly,Denmark,False
1917-10-12,Brazil,Chile,5,0,South American Champ,Uruguay,True
1917-10-14,Uruguay,Argentina,1,0,South American Champ,Uruguay,False
1917-10-14,Sweden,Denmark,1,2,Friendly,Sweden,False
1917-10-16,Uruguay,Brazil,3,1,Friendly,Uruguay,False
1917-10-21,Argentina,Chile,1,1,Friendly,Argentina,False
1917-11-04,Austria,Hungary,1,2,Friendly,Austria,False
1917-12-23,Switzerland,Austria,0,1,Friendly,Switzerland,False
1917-12-26,Switzerland,Austria,3,2,Friendly,Switzerland,False
1918-04-14,Hungary,Austria,2,0,Friendly,Hungary,False
1918-04-22,Belgium,France,5,2,Friendly,Belgium,False
1918-05-09,Austria,Switzerland,5,1,Friendly,Austria,False
1918-05-12,Hungary,Switzerland,2,1,Friendly,Hungary,False
1918-05-26,Sweden,Norway,2,0,Friendly,Sweden,False
1918-06-02,Austria,Hungary,0,2,Friendly,Austria,False
1918-06-02,Denmark,Sweden,3,0,Friendly,Denmark,False
1918-06-16,Norway,Denmark,3,1,Friendly,Norway,False
1918-07-18,Uruguay,Argentina,1,1,Copa Premio Honor Uruguayo,Uruguay,False
1918-07-28,Uruguay,Argentina,3,1,Copa Premio Honor Uruguayo,Uruguay,False
1918-08-15,Argentina,Uruguay,0,0,Copa Premio Honor Argentino,Argentina,False
1918-08-25,Argentina,Uruguay,2,1,Copa Premio Honor Argentino,Argentina,False
1918-09-15,Norway,Sweden,2,1,Friendly,Norway,False
1918-09-20,Uruguay,Argentina,1,1,Lipton Cup,Uruguay,False
1918-09-20,Italy,Belgium,1,1,Friendly,Italy,False
1918-09-22,Italy,Belgium,1,1,Friendly,Italy,False
1918-09-29,Argentina,Uruguay,2,0,Newton Cup,Argentina,False
1918-10-06,Austria,Hungary,0,3,Friendly,Austria,False
1918-10-06,Denmark,Norway,4,0,Friendly,Denmark,False
1918-10-20,Sweden,Denmark,1,2,Friendly,Sweden,False
1919-03-09,Belgium,France,2,2,Friendly,Belgium,False
1919-03-22,Scotland,Ireland,2,1,Friendly,Scotland,False
1919-04-06,Hungary,Austria,2,1,Friendly,Hungary,False
1919-04-19,Ireland,Scotland,0,0,Friendly,Ireland,False
1919-04-26,England,Scotland,2,2,Friendly,England,False
1919-05-03,Scotland,England,3,4,Friendly,Scotland,False
1919-05-11,Paraguay,Argentina,1,5,Friendly,Paraguay,False
1919-05-11,Brazil,Chile,6,0,South American Champ,Brazil,False
1919-05-12,Philippines,China,0,2,Far Eastern Games,Philippines,False
1919-05-13,Philippines,China,2,1,Far Eastern Games,Philippines,False
1919-05-13,Uruguay,Argentina,3,2,South American Champ,Brazil,True
1919-05-15,Philippines,China,1,2,Far Eastern Games,Philippines,False
1919-05-17,Uruguay,Chile,2,0,South American Champ,Brazil,True
1919-05-18,Brazil,Argentina,3,1,South American Champ,Brazil,False
1919-05-18,Paraguay,Argentina,0,3,Friendly,Paraguay,False
1919-05-21,Paraguay,Argentina,1,2,Friendly,Paraguay,False
1919-05-22,Argentina,Chile,4,1,South American Champ,Brazil,True
1919-05-24,Paraguay,Argentina,1,2,Friendly,Paraguay,False
1919-05-25,Brazil,Uruguay,2,2,South American Champ,Brazil,False
1919-05-29,Brazil,Uruguay,1,0,South American Champ,Brazil,False
1919-05-29,Sweden,Finland,1,0,Friendly,Sweden,False
1919-06-01,Brazil,Argentina,3,3,Friendly tournament,Brazil,False
1919-06-05,Denmark,Sweden,3,0,Friendly,Denmark,False
1919-06-09,Netherlands,Sweden,3,1,Friendly,Netherlands,False
1919-06-12,Denmark,Norway,5,1,Friendly,Denmark,False
1919-06-29,Norway,Sweden,4,3,Friendly,Norway,False
1919-07-18,Uruguay,Argentina,4,1,Copa Premio Honor Uruguayo,Uruguay,False
1919-08-24,Uruguay,Argentina,2,1,Newton Cup,Uruguay,False
1919-08-24,Sweden,Netherlands,4,1,Friendly,Sweden,False
1919-08-31,Norway,Netherlands,1,1,Friendly,Norway,False
1919-09-07,Argentina,Uruguay,1,2,Lipton Cup,Argentina,False
1919-09-14,Sweden,Norway,1,5,Friendly,Sweden,False
1919-09-21,Norway,Denmark,3,2,Friendly,Norway,False
1919-09-28,Finland,Sweden,3,3,Friendly,Finland,False
1919-10-05,Austria,Hungary,2,0,Friendly,Austria,False
1919-10-11,Wales,England,2,1,Friendly,Wales,False
1919-10-12,Sweden,Denmark,3,0,Friendly,Sweden,False
1919-10-18,England,Wales,2,0,Friendly,England,False
1919-10-19,Argentina,Uruguay,6,1,Copa Premio Honor Argentino,Argentina,False
1919-10-25,Ireland,England,1,1,British Championship,Ireland,False
1919-11-09,Hungary,Austria,3,2,Friendly,Hungary,False
1919-12-07,Uruguay,Argentina,4,2,Copa Circulo de la Prensa,Uruguay,False
1920-01-18,Italy,France,9,4,Friendly,Italy,False
1920-02-14,Ireland,Wales,2,2,British Championship,Ireland,False
1920-02-17,Belgium,England,3,1,Friendly,Belgium,False
1920-02-26,Wales,Scotland,1,1,British Championship,Wales,False
1920-02-29,Switzerland,France,0,2,Friendly,Switzerland,False
1920-03-13,Scotland,Ireland,3,0,British Championship,Scotland,False
1920-03-15,England,Wales,1,2,British Championship,England,False
1920-03-28,France,Belgium,2,1,Friendly,France,False
1920-03-28,Switzerland,Italy,3,0,Friendly,Switzerland,False
1920-04-05,France,England,0,5,Friendly,France,False
1920-04-05,Netherlands,Denmark,2,0,Friendly,Netherlands,False
1920-04-10,England,Scotland,5,4,British Championship,England,False
1920-05-02,Austria,Hungary,2,2,Friendly,Austria,False
1920-05-13,Italy,Netherlands,1,1,Friendly,Italy,False
1920-05-16,Switzerland,Netherlands,2,1,Friendly,Switzerland,False
1920-05-30,Sweden,Finland,4,0,Friendly,Sweden,False
1920-06-06,Sweden,Switzerland,0,1,Friendly,Sweden,False
1920-06-13,Norway,Denmark,1,1,Friendly,Norway,False
1920-06-19,South Africa,England,1,3,Friendly,South Africa,False
1920-06-26,South Africa,England,1,3,Friendly,South Africa,False
1920-06-27,Switzerland,Germany,4,1,Friendly,Switzerland,False
1920-06-27,Norway,Sweden,0,3,Friendly,Norway,False
1920-07-17,South Africa,England,1,9,Friendly,South Africa,False
1920-07-18,Uruguay,Argentina,2,0,Copa Premio Honor Uruguayo,Uruguay,False
1920-07-25,Argentina,Uruguay,1,3,Newton Cup,Argentina,False
1920-08-08,Argentina,Uruguay,1,0,Copa Premio Honor Argentino,Argentina,False
1920-08-28,Italy,Egypt,2,1,Olympic Games,Belgium,True
1920-08-28,Norway,England,3,1,Olympic Games,Belgium,True
1920-08-28,Netherlands,Luxembourg,3,0,Olympic Games,Belgium,True
1920-08-28,Sweden,Greece,9,0,Olympic Games,Belgium,True
1920-08-28,Spain,Denmark,1,0,Olympic Games,Belgium,True
1920-08-28,Czechoslovakia,Yugoslavia,7,0,Olympic Games,Belgium,True
1920-08-29,Belgium,Spain,3,1,Olympic Games,Belgium,False
1920-08-29,France,Italy,3,1,Olympic Games,Belgium,True
1920-08-29,Netherlands,Sweden,5,4,Olympic Games,Belgium,True
1920-08-29,Czechoslovakia,Norway,4,0,Olympic Games,Belgium,True
1920-08-31,Belgium,Netherlands,3,0,Olympic Games,Belgium,False
1920-08-31,Czechoslovakia,France,4,1,Olympic Games,Belgium,True
1920-08-31,Italy,Norway,2,1,Olympic Games,Belgium,True
1920-09-01,Spain,Sweden,2,1,Olympic Games,Belgium,True
1920-09-02,Belgium,Czechoslovakia,2,0,Olympic Games,Belgium,False
1920-09-02,Spain,Italy,2,0,Olympic Games,Belgium,True
1920-09-03,Egypt,Yugoslavia,4,2,Friendly,Belgium,True
1920-09-05,Spain,Netherlands,3,1,Olympic Games,Belgium,True
1920-09-11,Chile,Brazil,0,1,South American Champ,Chile,False
1920-09-12,Argentina,Uruguay,1,1,South American Champ,Chile,True
1920-09-18,Uruguay,Brazil,6,0,South American Champ,Chile,True
1920-09-19,Finland,Sweden,1,0,Friendly,Finland,False
1920-09-20,Chile,Argentina,1,1,South American Champ,Chile,False
1920-09-25,Argentina,Brazil,2,0,South American Champ,Chile,True
1920-09-26,Chile,Uruguay,1,2,South American Champ,Chile,False
1920-09-26,Austria,Germany,3,2,Friendly,Austria,False
1920-09-26,Sweden,Norway,0,0,Friendly,Sweden,False
1920-10-06,Argentina,Brazil,3,1,Friendly,Argentina,False
1920-10-10,Sweden,Denmark,0,2,Friendly,Sweden,False
1920-10-17,Finland,Estonia,6,0,Friendly,Finland,False
1920-10-23,England,Ireland,2,0,British Championship,England,False
1920-10-24,Germany,Hungary,1,0,Friendly,Germany,False
1920-11-07,Hungary,Austria,1,2,Friendly,Hungary,False
1921-02-12,Scotland,Wales,2,1,British Championship,Scotland,False
1921-02-20,France,Italy,1,2,Friendly,France,False
1921-02-26,Northern Ireland,Scotland,0,2,British Championship,Northern Ireland,False
1921-03-06,Belgium,France,3,1,Friendly,Belgium,False
1921-03-06,Italy,Switzerland,2,1,Friendly,Italy,False
1921-03-14,Wales,England,0,0,British Championship,Wales,False
1921-03-26,Austria,Sweden,2,2,Friendly,Austria,False
1921-03-28,Netherlands,Switzerland,2,0,Friendly,Netherlands,False
1921-04-07,Paraguay,Argentina,3,1,Friendly,Paraguay,False
1921-04-09,Scotland,England,3,0,British Championship,Scotland,False
1921-04-09,Wales,Northern Ireland,2,1,British Championship,Wales,False
1921-04-14,Paraguay,Argentina,2,2,Friendly,Paraguay,False
1921-04-24,Austria,Hungary,4,1,Friendly,Austria,False
1921-05-01,Switzerland,Austria,2,2,Friendly,Switzerland,False
1921-05-05,Germany,Austria,3,3,Friendly,Germany,False
1921-05-05,Belgium,Italy,2,3,Friendly,Belgium,False
1921-05-08,Netherlands,Italy,2,2,Friendly,Netherlands,False
1921-05-15,Belgium,Netherlands,1,1,Friendly,Belgium,False
1921-05-21,Belgium,England,0,2,Friendly,Belgium,False
1921-05-25,Norway,Finland,3,2,Friendly,Norway,False
1921-05-29,Sweden,Finland,0,3,Friendly,Sweden,False
1921-05-30,Philippines,Japan,3,1,Far Eastern Games,China,True
1921-05-31,China,Philippines,1,0,Far Eastern Games,China,False
1921-06-01,China,Japan,4,0,Far Eastern Games,China,False
1921-06-03,China,Japan,3,0,Friendly tournament,China,False
1921-06-05,Hungary,Germany,3,0,Friendly,Hungary,False
1921-06-12,Denmark,Netherlands,1,1,Friendly,Denmark,False
1921-06-19,Norway,Sweden,3,1,Friendly,Norway,False
1921-07-22,Estonia,Sweden,0,0,Friendly,Estonia,False
1921-07-24,Sweden,Austria,1,3,Friendly,Sweden,False
1921-07-31,Finland,Austria,2,3,Friendly,Finland,False
1921-08-28,Suriname,British Guiana,1,2,Friendly,Suriname,False
1921-08-28,Estonia,Finland,0,3,Friendly,Estonia,False
1921-09-14,Costa Rica,El Salvador,7,0,C American Indep Cent Cup,Guatemala,True
1921-09-14,Guatemala,Honduras,9,0,C American Indep Cent Cup,Guatemala,False
1921-09-18,Guatemala,Costa Rica,0,6,C American Indep Cent Cup,Guatemala,False
1921-09-18,Finland,Germany,3,3,Friendly,Finland,False
1921-09-18,Sweden,Norway,0,3,Friendly,Sweden,False
1921-09-25,Chile,Argentina,1,4,Friendly,Chile,False
1921-10-02,Argentina,Brazil,1,0,South American Champ,Argentina,False
1921-10-02,Chile,Argentina,1,1,Friendly,Chile,False
1921-10-02,Denmark,Norway,3,1,Friendly,Denmark,False
1921-10-07,Spain,Belgium,2,0,Friendly,Spain,False
1921-10-09,Paraguay,Uruguay,2,1,South American Champ,Argentina,True
1921-10-09,Sweden,Denmark,0,0,Friendly,Sweden,False
1921-10-12,Brazil,Paraguay,3,0,South American Champ,Argentina,True
1921-10-16,Argentina,Paraguay,3,0,South American Champ,Argentina,False
1921-10-22,Northern Ireland,England,1,1,British Championship,Northern Ireland,False
1921-10-23,Uruguay,Brazil,2,1,South American Champ,Argentina,True
1921-10-28,Czechoslovakia,Yugoslavia,6,1,Friendly,Czechoslovakia,False
1921-10-30,Argentina,Uruguay,1,0,South American Champ,Argentina,False
1921-11-02,Uruguay,Paraguay,4,2,Friendly,Uruguay,False
1921-11-06,Hungary,Sweden,4,2,Friendly,Hungary,False
1921-11-06,Switzerland,Italy,1,1,Friendly,Switzerland,False
1921-11-13,France,Netherlands,0,5,Friendly,France,False
1921-11-13,Czechoslovakia,Sweden,2,2,Friendly,Czechoslovakia,False
1921-12-18,Hungary,Poland,1,0,Friendly,Hungary,False
1921-12-18,Spain,Portugal,3,1,Friendly,Spain,False
1922-01-15,Italy,Austria,3,3,Friendly,Italy,False
1922-01-15,France,Belgium,2,1,Friendly,France,False
1922-01-21,Argentina,Uruguay,3,1,Friendly,Argentina,False
1922-01-22,Argentina,Uruguay,1,3,Friendly,Argentina,False
1922-02-04,Wales,Scotland,2,1,British Championship,Wales,False
1922-02-26,Italy,Czechoslovakia,1,1,Friendly,Italy,False
1922-03-04,Scotland,Northern Ireland,2,1,British Championship,Scotland,False
1922-03-13,England,Wales,1,0,British Championship,England,False
1922-03-26,Belgium,Netherlands,4,0,Friendly,Belgium,False
1922-03-26,Germany,Switzerland,2,2,Friendly,Germany,False
1922-04-01,Northern Ireland,Wales,1,1,British Championship,Northern Ireland,False
1922-04-08,England,Scotland,0,1,British Championship,England,False
1922-04-15,Belgium,Denmark,0,0,Friendly,Belgium,False
1922-04-17,Netherlands,Denmark,2,0,Friendly,Netherlands,False
1922-04-23,Austria,Germany,0,2,Friendly,Austria,False
1922-04-30,Hungary,Austria,1,1,Friendly,Hungary,False
1922-04-30,France,Spain,0,4,Friendly,France,False
1922-05-07,Netherlands,Belgium,1,2,Friendly,Netherlands,False
1922-05-14,Poland,Hungary,0,3,Friendly,Poland,False
1922-05-21,Italy,Belgium,4,2,Friendly,Italy,False
1922-05-25,Norway,Northern Ireland,2,1,Friendly,Norway,False
1922-05-28,Sweden,Poland,1,2,Friendly,Sweden,False
1922-06-05,Finland,Sweden,1,4,Friendly,Finland,False
1922-06-08,Yugoslavia,Romania,1,2,King Alexander Cup,Yugoslavia,False
1922-06-11,Austria,Switzerland,7,1,Friendly,Austria,False
1922-06-11,Norway,France,7,0,Friendly,Norway,False
1922-06-11,Denmark,Czechoslovakia,0,3,Friendly,Denmark,False
1922-06-15,Hungary,Switzerland,1,1,Friendly,Hungary,False
1922-06-17,New Zealand,Australia,3,1,Friendly,New Zealand,False
1922-06-24,New Zealand,Australia,1,1,Friendly,New Zealand,False
1922-06-28,Yugoslavia,Czechoslovakia,4,3,Friendly,Yugoslavia,False
1922-07-02,Germany,Hungary,0,0,Friendly,Germany,False
1922-07-08,New Zealand,Australia,3,1,Friendly,New Zealand,False
1922-07-09,Sweden,Hungary,1,1,Friendly,Sweden,False
1922-07-13,Finland,Hungary,1,5,Friendly,Finland,False
1922-08-11,Finland,Estonia,10,2,Friendly,Finland,False
1922-08-13,Sweden,Czechoslovakia,0,2,Friendly,Sweden,False
1922-08-23,Sweden,Norway,0,0,Friendly,Sweden,False
1922-08-26,Finland,Norway,1,3,Friendly,Finland,False
1922-09-03,Romania,Poland,1,1,Friendly,Romania,False
1922-09-10,Norway,Denmark,3,3,Friendly,Norway,False
1922-09-17,Brazil,Chile,1,1,South American Champ,Brazil,False
1922-09-23,Uruguay,Chile,2,0,South American Champ,Brazil,True
1922-09-24,Brazil,Paraguay,1,1,South American Champ,Brazil,False
1922-09-24,Austria,Hungary,2,2,Friendly,Austria,False
1922-09-24,Norway,Sweden,0,5,Friendly,Norway,False
1922-09-24,Latvia,Estonia,1,1,Friendly,Latvia,False
1922-09-28,Argentina,Chile,4,0,South American Champ,Brazil,True
1922-10-01,Brazil,Uruguay,0,0,South American Champ,Brazil,False
1922-10-01,Denmark,Sweden,1,2,Friendly,Denmark,False
1922-10-01,Yugoslavia,Poland,1,3,Friendly,Yugoslavia,False
1922-10-05,Paraguay,Chile,3,0,South American Champ,Brazil,True
1922-10-08,Uruguay,Argentina,1,0,South American Champ,Brazil,True
1922-10-12,Paraguay,Uruguay,1,0,South American Champ,Brazil,True
1922-10-15,Brazil,Argentina,2,0,South American Champ,Brazil,False
1922-10-18,Argentina,Paraguay,2,0,South American Champ,Brazil,True
1922-10-21,England,Northern Ireland,2,0,British Championship,England,False
1922-10-22,Argentina,Chile,1,0,Friendly,Argentina,False
1922-10-22,Brazil,Argentina,2,1,Roca Cup,Brazil,False
1922-10-22,Brazil,Paraguay,3,0,South American Champ,Brazil,False
1922-10-29,Brazil,Paraguay,3,1,Friendly tournament,Brazil,False
1922-11-12,Uruguay,Argentina,1,0,Lipton Cup,Uruguay,False
1922-11-19,Argentina,Uruguay,4,4,Friendly,Argentina,False
1922-11-19,Uruguay,Argentina,2,1,Friendly,Uruguay,False
1922-11-19,Switzerland,Netherlands,5,0,Friendly,Switzerland,False
1922-11-26,Hungary,Austria,1,2,Friendly,Hungary,False
1922-12-03,Italy,Switzerland,2,2,Friendly,Italy,False
1922-12-10,Uruguay,Argentina,1,0,Copa Premio Honor Uruguayo,Uruguay,False
1922-12-17,Argentina,Uruguay,2,2,Newton Cup,Argentina,False
1922-12-17,Portugal,Spain,1,2,Friendly,Portugal,False
1923-01-01,Guatemala,Mexico,2,3,Friendly,Guatemala,False
1923-01-01,Italy,Germany,3,1,Friendly,Italy,False
1923-01-04,Guatemala,Mexico,3,1,Friendly,Guatemala,False
1923-01-07,Guatemala,Mexico,1,4,Friendly,Guatemala,False
1923-01-21,Switzerland,Austria,2,0,Friendly,Switzerland,False
1923-01-28,Spain,France,3,0,Friendly,Spain,False
1923-02-04,Belgium,Spain,1,0,Friendly,Belgium,False
1923-02-25,Belgium,France,4,1,Friendly,Belgium,False
1923-03-03,Northern Ireland,Scotland,0,1,British Championship,Northern Ireland,False
1923-03-04,Italy,Hungary,0,0,Friendly,Italy,False
1923-03-05,Wales,England,2,2,British Championship,Wales,False
1923-03-11,Switzerland,Hungary,1,6,Friendly,Switzerland,False
1923-03-17,Scotland,Wales,2,0,British Championship,Scotland,False
1923-03-19,England,Belgium,6,1,Friendly,England,False
1923-04-02,Netherlands,France,8,1,Friendly,Netherlands,False
1923-04-14,Scotland,England,2,2,British Championship,Scotland,False
1923-04-14,Wales,Northern Ireland,0,3,British Championship,Wales,False
1923-04-15,Austria,Italy,0,0,Friendly,Austria,False
1923-04-22,France,Switzerland,2,2,Friendly,France,False
1923-04-29,Netherlands,Belgium,1,1,Friendly,Netherlands,False
1923-05-05,Belgium,England,3,0,Friendly,Belgium,False
1923-05-06,Austria,Hungary,1,0,Friendly,Austria,False
1923-05-06,Czechoslovakia,Denmark,2,0,Friendly,Czechoslovakia,False
1923-05-10,France,England,1,4,Friendly,France,False
1923-05-10,Germany,Netherlands,0,0,Friendly,Germany,False
1923-05-20,Argentina,Paraguay,0,2,Rosa Chevallier Boutell Cup,Argentina,False
1923-05-21,Sweden,England,2,4,Friendly,Sweden,False
1923-05-22,China,Philippines,3,0,Far Eastern Games,Japan,True
1923-05-23,Japan,Philippines,1,2,Far Eastern Games,Japan,False
1923-05-24,Japan,China,1,5,Far Eastern Games,Japan,False
1923-05-25,Argentina,Paraguay,1,0,Rosa Chevallier Boutell Cup,Argentina,False
1923-05-27,Czechoslovakia,Italy,5,1,Friendly,Czechoslovakia,False
1923-06-03,Switzerland,Germany,1,2,Friendly,Switzerland,False
1923-06-03,Poland,Yugoslavia,1,2,Friendly,Poland,False
1923-06-09,Australia,New Zealand,2,1,Friendly,Australia,False
1923-06-10,Sweden,Austria,4,2,Friendly,Sweden,False
1923-06-10,Romania,Yugoslavia,1,2,King Alexander Cup,Romania,False
1923-06-16,Australia,New Zealand,2,3,Friendly,Australia,False
1923-06-17,Denmark,Switzerland,3,2,Friendly,Denmark,False
1923-06-17,Norway,Finland,3,0,Friendly,Norway,False
1923-06-20,Sweden,Finland,5,4,Friendly,Sweden,False
1923-06-21,Norway,Switzerland,2,2,Friendly,Norway,False
1923-06-24,Argentina,Uruguay,0,0,Lipton Cup,Argentina,False
1923-06-24,Lithuania,Estonia,0,5,Friendly,Lithuania,False
1923-06-29,Sweden,Germany,2,1,Friendly,Sweden,False
1923-06-30,Australia,New Zealand,1,4,Friendly,Australia,False
1923-07-01,Romania,Czechoslovakia,0,6,Friendly,Romania,False
1923-07-02,Argentina,Uruguay,1,0,Friendly,Argentina,False
1923-07-15,Argentina,Uruguay,2,2,Copa Premio Honor Argentino,Argentina,False
1923-07-18,Uruguay,Argentina,2,2,Friendly,Uruguay,False
1923-07-22,Uruguay,Argentina,2,2,Copa Premio Honor Uruguayo,Uruguay,False
1923-07-24,Estonia,Latvia,1,1,Friendly,Estonia,False
1923-08-12,Germany,Finland,1,2,Friendly,Germany,False
1923-08-15,Austria,Finland,2,1,Friendly,Austria,False
1923-08-18,Australia,China,5,1,Friendly,Australia,False
